wine_name,year,rating,num_reviews,price,wine_id
El Canto del Angel,2014,4.5,66,59.95,544
Grandes Anadas Rioja,1998,4.5,66,467.65,545
Rioja Blanco Reserva,2012,4.5,66,65.5,546
Gran Reserva,2011,4.5,65,88.5,547
Cayetano del Pino Viejisimo Palo Cortado,N.V.,4.5,61,25.92,548
Calvario Rioja,2002,4.5,61,95.0,549
Gran Reserva Penas Aladas,2012,4.5,61,559.02,550
Cami Pesseroles,2012,4.5,60,115.85,551
Unico,1969,4.5,60,976.83,552
Gratallops Partida Bellvisos,2005,4.5,59,266.81,553
Coleccion Privada,2017,4.5,59,26.9,554
Finca El Canto,2015,4.5,58,89.66,555
Finca Cascorrales,2016,4.5,57,64.3,556
Rioja Gran Reserva 904,1987,4.5,57,190.0,557
AAA,2004,4.5,56,141.2,558
Tinto,2007,4.5,55,32.0,559
Rioja Gran Reserva,1994,4.5,54,61.0,560
Gran Reserva,1964,4.5,54,140.0,561
Marques de Poley Amontillado Seleccion 1951,1951,4.5,53,169.95,562
Ribera Del Duero Reserva Premium 6 Anos,2014,4.5,53,49.9,563
Reserva Especial,2006,4.5,53,65.9,564
Platon Tinto,2019,4.5,52,25.9,565
Altos de Las Gateras Monastrell,2013,4.5,51,58.19,566
Canta la Perdiz,2013,4.5,51,295.0,567
Marques de la Concordia VSG Premium (formerly Hacienda de Susar Rioja),2016,4.5,50,35.5,568
Cava Kripta Gran Reserva Brut Nature,2013,4.5,49,53.7,569
Alba de Miros Rueda Verdejo,2019,4.5,49,9.9,570
Ribera del Duero TSM,2006,4.5,48,40.8333333333333,571
Pendon De La Aguilera,2010,4.5,47,299.286840932831,572
V2 Tinto,2009,4.5,49,43.6838985,573
L'Ermita Velles Vinyes Priorat,2003,4.5,46,1372.14,574
Cami Pesseroles,2016,4.5,46,79.55,575
Planots Priorat,2013,4.5,46,57.0,576
Blanco,2013,4.5,45,14.96,577
Celia,2011,4.5,44,60.06,578
Ribera del Duero Prestigio Pago de las Solanas,2010,4.5,44,237.0,579
Priorat,1998,4.5,43,993.28,580
Calmo,2014,4.5,43,71.9,581
Gran Reserva,1928,4.5,43,270.0,582
Dalmau Rioja,2000,4.5,42,48.5,583
Son Negre,2005,4.5,42,200.0,584
Confesor Rioja,2004,4.5,42,107.5,585
Cartago Paraje de Pozo,2016,4.5,42,77.5,586
La Bienquerida,2019,4.5,41,32.9,587
Seleccion Especial,2015,4.5,40,93.51,588
Saca Unica,N.V.,4.5,39,96.38,589
Taberner No. 1,2011,4.5,38,75.0,590
Palomero,2010,4.5,38,44.95,591
Grano a Grano,2017,4.5,37,75.0,592
Nebro Ribera del Duero,2015,4.5,37,143.38,593
Valbuena 5o,1976,4.5,37,195.0,594
Petit Verdot,2018,4.5,36,20.15,595
La Faraona Bierzo (Corullon),2015,4.5,36,1373.66,596
Santa Ana Pedro Ximenez 1861,N.V.,4.5,36,320.0,597
Cuvee Julia Ribera del Duero,2011,4.5,35,157.0,598
Don PX Seleccion,1949,4.5,34,295.0,599
Garnacha,2019,4.5,33,29.95,600
Vina Tondonia Gran Reserva,2001,4.5,33,187.91,601
Cami Pesseroles,2013,4.5,32,113.2,602
Las Lamas Bierzo (Corullon),2018,4.5,32,120.0,603
Finca Garbet,2015,4.5,32,89.9,604
200 Monges Rioja Reserva Seleccion Especial,2006,4.5,32,59.25,605
Galia Clos Santuy,2016,4.5,32,89.0,606
Tomas Esteban,2011,4.5,32,71.3,607
Finca Las Comas Verdejo,2018,4.5,32,34.5,608
Valbuena 5o,1975,4.5,31,195.0,609
Petit Verdot,2004,4.5,31,160.81,610
Diables,2018,4.5,31,38.75,611
St Antoni de Scala Dei Priorat,2017,4.5,30,75.04,612
Anada Palo Cortado 1987,1991,4.5,30,230.0,613
Valdegines,2019,4.5,30,40.0,614
Priorat,2018,4.5,30,225.0,615
Seda de Oro Reserva,2016,4.5,29,69.0,616
Grano a Grano Graciano - Garnacha,2016,4.5,29,55.14,617
Reserva,1986,4.5,29,90.0,618
Carraquintana de Amaren,2017,4.5,29,56.5,619
Garnacha Parcela 81 Vinas Viejas,2017,4.5,28,54.9,620
Saktih,2016,4.5,28,132.95,621
Cava Enoteca Finca de L'Origen Brut Nature,2002,4.5,28,142.0,622
Salinas 1237,2014,4.5,28,53.25,623
Cabernet Sauvignon,2019,4.5,27,16.9,624
Finca La Colina Sauvignon Blanc,2021,4.5,27,13.45,625
Dominio del Verso Red Blend,2018,4.5,27,29.5,626
Altos R Pigeage Nacido en Barrica Blanco,2019,4.4,27,29.9168517,627
Vinyes Altes Porrera,2007,4.5,26,69.0,628
La Vinya del Vuit (8),2015,4.5,26,73.0,629
Venus de la Figuera,2017,4.5,26,51.5,630
Vendetta,2013,4.5,25,38.0,631
Ribera del Duero,2009,4.4,6395,189.0,632
Toro,2011,4.4,5732,39.5,633
Toro,2012,4.4,5614,89.9,634
Toro,2013,4.4,5204,76.8,635
Rioja Gran Reserva 904,2009,4.4,5109,47.5,636
Ribera del Duero Reserva,2016,4.4,4851,31.5,637
Rioja Gran Reserva 904,2011,4.4,4625,47.95,638
Rioja Gran Reserva 904,2007,4.4,4357,47.95,639
Malleolus,2018,4.4,4121,38.61,640
Seleccion Especial (Reserva),2016,4.4,3589,27.9,641
Ribera del Duero Reserva,2017,4.4,3456,37.25,642
Cosecha,2016,4.4,3406,37.8,643
Rioja Gran Reserva 904,2010,4.4,3327,61.55,644
Prado Enea Gran Reserva,2011,4.4,3197,43.95,645
Red,2018,4.4,3095,31.95,646
Seleccion Especial,2017,4.4,3093,25.5,647
Clio,2014,4.4,3089,35.65,648
Flor de Pingus,2012,4.4,2546,125.0,649
Flor de Pingus,2013,4.4,2418,125.0,650
Vina Ardanza Reserva,2015,4.4,2370,23.0,651
Roda I Reserva Rioja,2009,4.4,2228,43.5,652
Roda I Reserva Rioja,2010,4.4,2133,24.7,653
3er Ano Ribera del Duero Tinto,2017,4.4,2080,27.4,654
Ribera del Duero,2007,4.4,2053,96.0,655
Macan Clasico,2016,4.4,1993,37.52,656
Roda I Reserva Rioja,2011,4.4,1949,43.95,657
Alaya Tierra (Old Vines Vieilles Vignes),2017,4.4,1948,19.6,658
Castillo Ygay Gran Reserva Especial Tinto,2004,4.4,1943,160.0,659
Roda I Reserva Rioja,2012,4.4,1853,43.5,660
3er Ano Ribera del Duero Tinto,2018,4.4,1842,27.75,661
Cosecha,2018,4.4,1777,32.5,662
Red,2019,4.4,1701,29.45,663
Tinto,2017,4.4,1561,51.526827174062,664
Macan,2010,4.4,1519,216.0,665
Ribera del Duero,2006,4.4,1514,119.7,666
Torre Muga,2006,4.4,1475,66.73,667
Roda I Reserva Rioja,2015,4.4,1463,39.95,668
El Viejo,2018,4.4,1438,32.01,669
Ribera del Duero Una Cepa I,2016,4.4,1372,28.9,670
Tinto,2017,4.4,1339,36.0,671
Hacienda Pradolagar,2015,4.4,1326,105.12,672
Cava Kripta Gran Reserva Brut Nature,2008,4.4,1269,52.5,673
Cosecha,2017,4.4,1266,33.31,674
Rioja Reserva,2010,4.4,1255,73.65,675
Garnacha,2016,4.4,1226,33.95,676
Rioja Reserva,2009,4.4,1172,74.0,677
Ribera del Duero,2005,4.4,1166,169.0,678
Alaya Tierra (Old Vines Vieilles Vignes),2018,4.4,1158,24.8,679
Ribera del Duero,2004,4.4,1121,140.840866321332,680
Priorat,2014,4.4,1104,175.5,681
200 Monges Rioja Reserva,2011,4.4,1098,37.57,682
Reserva Ribera del Duero,2016,4.4,1087,26.24,683
Malleolus,2019,4.4,1069,28.5,684
VS,2014,4.4,1064,178.0,685
Reserva,2011,4.4,1048,78.65,686
Flor de Pingus,2008,4.4,1047,125.0,687
Roda I Reserva Rioja,2016,4.4,1039,35.9,688
Reserva Tinto,2017,4.4,1040,35.7,689
Tinto,2019,4.4,1018,33.0,690
VS,2015,4.4,995,60.95,691
Jumilla Blue Label,2019,4.4,966,21.95,692
Palo Cortado Tradicion Vors 30 Years Sherry,N.V.,4.4,941,82.5,693
Reserva,2014,4.4,927,109.9,694
San Vicente Rioja,2011,4.4,925,33.5,695
Garnacha,2018,4.4,915,38.95,696
Triga,2016,4.4,852,34.9,697
Gaudium,2014,4.4,827,37.8,698
Amontillado Tradicion Vors 30 Years,N.V.,4.4,825,59.9,699
Victorino,2016,4.4,812,38.7,700
Priorat,2011,4.4,809,90.0,701
Priorat,2010,4.4,799,69.79,702
Culmen Reserva Rioja,2011,4.4,798,59.9,703
Alaya Tierra (Old Vines Vieilles Vignes),2019,4.4,787,27.39,704
Roda I Reserva Rioja,2005,4.4,783,93.0,705
Reserva,2016,4.4,778,73.57,706
Reserva Privada Rioja,2015,4.4,746,49.67,707
Pago Negralada,2014,4.4,726,91.57,708
Priorat,2012,4.4,695,90.0,709
Baron de Chirel Rioja Reserva,2015,4.4,683,69.95,710
Ribera del Duero,2001,4.4,681,190.0,711
Baron de Chirel Rioja Reserva,2005,4.4,667,140.0,712
Rejon Tempranillo,2015,4.4,664,35.75,713
Finca Dofi,2016,4.4,639,52.5,714
Priorat,2007,4.4,624,95.0,715
Interpretacion,2016,4.4,618,45.15,716
Torre Muga,2015,4.4,617,58.2142247461506,717
San Vicente Rioja,2016,4.4,609,42.7,718
Vendimia,2017,4.4,581,28.7315367295517,719
Priorat Vinyes Velles,2017,4.4,575,32.65,720
Gaudium,2015,4.4,561,43.86,721
Macan Clasico,2017,4.4,560,36.9,722
Rioja Reserva,2013,4.4,550,54.83,723
Dalmau Rioja,2016,4.4,550,55.33,724
Tempranillo Reserva,2010,4.4,542,26.9,725
Cream Tradicion Vos 20 Years,N.V.,4.4,527,57.9,726
Millenium Reserva,2008,4.4,527,74.0,727
Cosecha,2019,4.4,523,34.35,728
Gran Reserva Ribera del Duero,2009,4.4,516,76.3,729
Interpretacion,2017,4.4,514,45.3,730
Valbuena 5o,1995,4.4,512,299.0,731
VS,2016,4.4,506,56.5,732
Pago de Santa Cruz,2014,4.4,499,54.9,733
Vatan Tinta de Toro,2017,4.4,498,55.31,734
Dominio del Pidio,2016,4.4,495,53.91,735
Rioja Gran Reserva,2015,4.4,485,35.1,736
Victorino,2017,4.4,481,38.5,737
Rioja Gran Reserva,2015,4.4,471,49.97,738
Reserva,2016,4.4,450,32.9,739
Tinto,2006,4.4,443,34.0,740
Pagos Viejos,2006,4.4,442,90.5,741
An,2018,4.4,436,38.3,742
Ribera del Duero Prestigio,2014,4.4,421,41.32,743
Numanthia,2004,4.4,414,98.0,744
As Sortes Val do Bibei Godello,2018,4.4,412,55.71,745
Suprema 30 Meses,2016,4.4,406,35.2,746
La Cueva del Contador Rioja,2015,4.4,389,73.6,747
Interpretacion,2018,4.4,389,41.0,748
Garnacha,2016,4.4,376,31.5,749
Ribera del Duero TSM,2015,4.4,367,56.75,750
Whisba Tempranillo Aged 18 Months in Whisky Barrels,2019,4.4,363,20.9,751
A Mano Rioja,2017,4.4,360,30.73,752
Finca Los Hoyales Ribera del Duero,2014,4.4,351,49.9,753
200 Monges Rioja Gran Reserva,2001,4.4,349,52.0,754
La Cueva del Contador Rioja,2011,4.4,343,90.0,755
La Hormiga de Antidoto,2019,4.4,336,26.63,756
Le Domaine Blanco de Guarda,2019,4.4,334,32.58,757
As Sortes Val do Bibei Godello,2019,4.4,333,46.5,758
Edicion Limitada,2015,4.4,328,32.5811870756681,759
Tinto,2017,4.4,319,29.95,760
Lealtanza Coleccion de Artistas Espanoles Sorolla,2010,4.4,316,34.9,761
Granja Gran Reserva Rioja,2011,4.4,313,43.9,762
Priorat,2016,4.4,309,65.0,763
Don PX Pedro Ximenez,1994,4.4,306,35.9,764
Perez Pascuas Gran Reserva Seleccion,2010,4.4,305,210.5,765
Cava Kripta Gran Reserva Brut Nature,2011,4.4,298,55.95,766
Miserere,2005,4.4,296,92.8716274104906,767
Clos Martinet,2015,4.4,296,65.4,768
V2 Tinto,2008,4.4,293,45.890156,769
Grans Muralles,2014,4.4,292,304.0,770
Cerrado del Castillo Rioja,2015,4.4,269,47.5,771
A Mano Rioja,2018,4.4,269,29.9,772
Rioja Gran Reserva,2016,4.4,267,40.45,773
El Puntido Gran Reserva,2007,4.4,267,49.65,774
Pagos Viejos,2004,4.4,262,57.11,775
Ribera del Duero,1996,4.4,259,141.0,776
Trasnocho,2010,4.4,258,133.75,777
La Cueva del Contador Rioja,2016,4.4,252,67.9,778
Clos Martinet,2011,4.4,249,75.92,779
Cava Kripta Gran Reserva Brut Nature,2010,4.4,245,47.52,780
Triga,2017,4.4,243,29.9,781
Cuvee Old Vines Unfiltered,2017,4.4,241,19.99,782
Gran Reserva,2010,4.4,239,59.25,783
Fondillon,1996,4.4,236,73.9,784
1730 Pedro Ximenez,N.V.,4.4,234,39.35,785
Cirerets,2018,4.4,233,40.3,786
Dominio del Pidio,2018,4.4,225,42.75,787
Vina del Olivo,2016,4.4,224,149.5,788
La Cueva del Contador Rioja,2012,4.4,222,76.5,789
Clos Martinet,2008,4.4,220,113.2,790
Vinas Viejas Verdejo,2019,4.4,219,26.9,791
Valbuena 5o,1994,4.4,218,249.8,792
Reserva,2017,4.4,217,29.95,793
Tadeo Tinto,2014,4.4,215,33.0,794
Tierras de Cair Reserva,2014,4.4,208,37.0,795
Tinto,2014,4.4,207,37.13,796
Gran Reserva Rosado,2011,4.4,206,49.95,797
Navarra Coleccion 125 Blanco,2017,4.4,204,50.9,798
Cava Celler Batlle,2006,4.4,201,51.95,799
Rioja Blanco,2017,4.4,201,49.2,800
Casa Cisca Monastrell,2015,4.4,200,35.2,801
Lapola,2019,4.4,196,20.74,802
Calvario Rioja,2008,4.4,195,87.3,803
Granja Gran Reserva Rioja,2012,4.4,194,45.95,804
Pago Negralada,2013,4.4,189,64.99,805
Doix,2007,4.4,187,350.03,806
Seleccio Especial Vinyes Velles,2013,4.4,185,69.9,807
Idus,2017,4.4,180,36.95,808
Clos Martinet,2007,4.4,177,154.37,809
Clos Abella Seleccion Especial,2014,4.4,173,43.85,810
Pie Franco,2017,4.4,172,77.98,811
Amancio,2013,4.4,172,91.43,812
Malleolus de Sanchomartin,2007,4.4,172,195.0,813
Tinto,2016,4.4,169,125.84,814
Culmen Reserva Rioja,2001,4.4,168,69.0,815
Singular V Malcorta Verdejo,2020,4.4,168,17.49,816
Serral del Vell Brut Nature,2014,4.4,166,44.41,817
Tinto,2014,4.4,165,149.0,818
Pago Negralada,2009,4.4,165,73.6,819
Trasnocho,2014,4.4,164,82.75,820
Doix,2013,4.4,164,78.38,821
Seleccion Finca el Grajo Viejo,2016,4.4,162,59.95,822
Finca el Bosque,2014,4.4,162,80.95,823
La Poza de Ballesteros,2015,4.4,161,95.9,824
Millenium Reserva,2015,4.4,160,75.0,825
30 Years VORS Pedro Ximenez Sherry,N.V.,4.4,159,58.95,826
Gaudium,1994,4.4,159,125.0,827
Vina del Olivo,2015,4.4,159,64.0,828
Finca el Bosque,2012,4.4,158,78.9,829
Malpuesto,2018,4.4,158,35.5,830
Valdegines,2018,4.4,155,42.35,831
Chafandin,2018,4.4,155,28.95,832
Vina El Pison,2007,4.4,154,495.0,833
Pago Negralada,2016,4.4,152,63.95,834
La Vina de Andres Romeo Rioja,2012,4.4,151,99.0,835
Pesus Ribera del Duero,2012,4.4,150,379.0,836
Reserva,2017,4.4,149,56.95,837
Regina Vides Ribera del Duero,2012,4.4,148,65.34,838
Delicado Cosecha Pedro Ximenez,2019,4.4,147,22.35,839
Atlantico,2019,4.4,146,18.99,840
Quincha Corral,2016,4.4,145,79.95,841
Els Escurcons,2014,4.4,143,78.49,842
Rioja Reserva,2014,4.4,142,49.9,843
Idus,2018,4.4,141,35.5,844
Vinos Singulares Tempranillo Blanco Reserva,2014,4.4,141,34.9,845
Christina Ribera del Duero,2016,4.4,142,50.76,846
Desti,2018,4.4,136,29.95,847
Gran Reserva Classica Tinto,2001,4.4,135,36.75,848
Godello Blanco,2019,4.4,134,37.6,849
Aquilon Garnacha,2014,4.4,134,100.0,850
Palo Cortado 1/10,N.V.,4.4,134,25.0,851
Fourth Edition,,4.4,131,40.0,852
Rioja Blanco,2018,4.4,130,52.0,853
Seleccion de Anada Albarino Rias Baixas,2012,4.4,130,34.25,854
Albarino de Fefinanes III Ano,2017,4.4,128,35.4,855
Reserva Ribera del Duero,2018,4.4,128,32.15,856
Perpetual,2017,4.4,127,62.75,857
Cava Celler Batlle,2010,4.4,126,58.3,858
Seleccio Especial Vinyes Velles,2016,4.4,123,58.9,859
El Cel,2015,4.4,123,59.0,860
Montes Obarenes Seleccion Terroir,2016,4.4,122,42.95,861
Porrera Vi de Vila,2017,4.4,122,43.95,862
Gran Ribera del Duero,2010,4.4,122,41.9188925,863
Heretge Priorat,2017,4.4,120,91.03,864
Vinas Viejas,2018,4.4,119,25.1,865
La Poza de Ballesteros,2014,4.4,119,104.0,866
El Carretil,2010,4.4,117,295.3,867
Sibarita Oloroso Jerez-Xeres-Sherry 30 Years V.O.R.S,N.V.,4.4,117,79.9,868
Pago de Santa Cruz Gran Reserva Ribera del Duero,2015,4.4,116,71.95,869
17,2018,4.4,115,57.9,870
Pesus Ribera del Duero,2011,4.4,114,465.0,871
Doix,2014,4.4,114,116.0,872
Les Tosses,2014,4.4,113,158.88,873
Cami Pesseroles,2007,4.4,112,165.85,874
La Poza de Ballesteros,2013,4.4,112,101.01,875
Clos del Portal Tros de Clos,2016,4.4,109,56.95,876
Pago de Santa Cruz,2019,4.4,109,48.69,877
La Basseta,2016,4.4,108,56.0,878
Classic,1996,4.4,106,217.2,879
Nit de Nin Mas d'en Cacador,2017,4.4,106,89.9,880
Minami,2016,4.4,106,48.9,881
Rioja Gran Reserva 904,1982,4.4,106,145.0,882
Vi de Vila Gratallops,2019,4.4,105,54.5,883
Acediano,2016,4.4,104,42.0,884
Cava Celler Batlle,2009,4.4,102,59.75,885
Classic,2012,4.4,102,49.95,886
Veguin de Murua Gran Reserva,2012,4.4,101,36.0,887
O Luar do Sil Valdeorras Godello Sobre Lias,2020,4.4,101,16.39,888
Doix,2015,4.4,100,95.0,889
Teixar,2015,4.4,99,51.05,890
Tinto,2018,4.4,99,52.9,891
Anada Pedro Ximenez,2018,4.4,99,17.5,892
Le Domaine Blanco de Guarda,2020,4.4,99,33.8,893
Vina El Pison,1999,4.4,98,419.85,894
Clos del Portal Somni,2016,4.4,98,33.03,895
Les Manyes,2015,4.4,98,189.0,896
Emporda Aires de Garbet,2017,4.4,98,39.22,897
Montes de Toledo Syrah,2019,4.4,97,19.5,898
Torremilanos Coleccion Ribera del Duero,2014,4.4,97,44.0,899
Regina Vides Ribera del Duero,2010,4.4,96,101.1,900
Maceracion Con Pieles,2017,4.4,95,36.95,901
Don PX Pedro Ximenez,1986,4.4,95,225.0,902
Baron de Chirel Rioja Reserva,2003,4.4,95,77.0,903
Pie Franco,2018,4.4,95,69.0,904
La Cueva del Contador Rioja,2004,4.4,94,90.0,905
Clos Monlleo,2011,4.4,94,50.0,906
Calvario Rioja,2010,4.4,92,125.97,907
B.Rodriguez La-Cave Quo Vadis?,N.V.,4.4,89,87.9,908
La Solana Alta,2017,4.4,90,63.46,909
Blecua Somontano,2004,4.4,88,69.0,910
El Cel,2016,4.4,88,64.0,911
Rioja Reserva 10 Anos Despues Edicion Limitada,2011,4.4,88,57.9,912
El Carretil,2014,4.4,86,143.51,913
Perinet + Plus,2004,4.4,85,54.05,914
Tinto,2017,4.4,85,102.0,915
Priorat,1999,4.4,85,95.0,916
Vina de Martin Escolma Ribeiro,2016,4.4,85,37.65,917
Vina El Pison,2001,4.4,85,340.0,918
Reserva,2018,4.4,83,28.9,919
Finca Dofi,2019,4.4,82,84.55,920
Castillo Ygay Gran Reserva Especial Tinto,1959,4.4,80,940.0,921
Cami Pesseroles,2008,4.4,80,152.6,922
Ribera del Duero Torralvo,2018,4.4,80,32.45,923
El Cabernet F - Familiar,2017,4.4,80,34.9,924
Premium,2018,4.4,79,35.0,925
Hipperia Red Blend,2018,4.4,79,24.9,926
Maria Ribera del Duero,2016,4.4,78,53.9,927
Vendimia Seleccionada,2019,4.4,77,21.38,928
Vina El Pison,2016,4.4,77,385.0,929
Clos Figueres,2017,4.4,75,53.4,930
Castillo de Monte la Reina Cuvee Privee,2015,4.4,75,14.65,931
Maria Ribera del Duero,2015,4.4,75,54.9,932
Amontillado Saca,N.V.,4.4,74,62.02,933
Queiron Reserva Vinedos Familiares,2011,4.4,74,26.85,934
Cami Pesseroles,2011,4.4,74,126.5,935
Don PX Gran Reserva,1990,4.4,73,35.9,936
Seleccio Especial Vinyes Velles,2017,4.4,73,64.35,937
Llanos del Almendro Ribera del Duero,2011,4.4,73,115.2,938
Dolc Mataro,2018,4.4,72,17.95,939
Prado Enea Gran Reserva,1989,4.4,72,140.0,940
Prado Enea Gran Reserva,1991,4.4,72,167.0,941
Victorino,2019,4.4,71,33.9,942
Roda I Reserva Rioja,2017,4.4,71,45.95,943
Toro 2V Premium,2005,4.4,70,44.0,944
Rejon Tempranillo,2018,4.4,70,31.94,945
Les Eres Vinyes Velles,2015,4.4,70,32.49,946
Gran Reserva Classica Blanco,2012,4.4,70,36.75,947
The Artist,2016,4.4,69,26.84,948
Amontillado 30 Years Old V.O.R.S Sherry,N.V.,4.4,69,36.9,949
La Comtesse de Pazo Barrantes Albarino,2017,4.4,69,59.95,950
Gratallops Partida Bellvisos,2007,4.4,69,241.4,951
Seleccion Especial,2018,4.4,68,27.6,952
5V Blanco,2019,4.4,68,37.98,953
Finca Butaros Vinya Centenaria,2015,4.4,67,32.23,954
Grans Muralles,2016,4.4,67,123.76,955
La Bienquerida,2018,4.4,66,34.55,956
El Carretil,2016,4.4,66,155.0,957
Seleccion Privada,2011,4.4,65,68.0,958
Seleccion Finca el Grajo Viejo,2017,4.4,65,59.9,959
Aponte Winemaker's Private Collection Tempranillo,2008,4.4,66,112.0,960
Cami de Cormes,2018,4.4,65,14.18,961
Kalamity Rioja,2017,4.4,65,106.0,962
1194,2016,4.4,64,105.8121097,963
Malabrigo Ribera del Duero,2018,4.4,65,31.5,964
Old & Plus Pedro Ximenez,N.V.,4.4,64,42.12,965
Reserva Trajanvs,2016,4.4,64,21.5,966
Finca Dofi,1999,4.4,64,75.0,967
No. 2 Victoria,2018,4.4,64,15.9,968
Granja Gran Reserva Rioja,2013,4.4,63,53.9,969
Emporda Gran Claustro,2015,4.4,63,30.86,970
Son Negre,2010,4.4,63,235.95,971
200 Monges Rioja Reserva,2012,4.4,62,38.5,972
Lalomba Finca Valhonta,2017,4.4,61,56.75,973
Manyetes,2017,4.4,61,59.9,974
Gran Reserva,2014,4.4,60,122.667917,975
Serral del Vell Brut Nature,2016,4.4,60,34.56,976
Pago Valdebellon,2016,4.4,60,65.9,977
Cava Celler Batlle,2011,4.4,59,59.75,978
Pesus Ribera del Duero,2003,4.4,59,509.25,979
Les Tosses,2013,4.4,59,158.88,980
Guarda de Leda Seleccion Tempranillo,2015,4.4,59,37.66,981
Nun Vinya dels Taus,2018,4.4,59,62.7,982
Vinyes Altes Porrera,2016,4.4,58,60.73,983
Lo Cortinelo.Lo Blanc,2017,4.4,58,27.25,984
5 Partides Gratallops Vi de La Vila,2014,4.4,58,49.6,985
Cava Ex-Vite Gran Reserva Brut,2010,4.4,57,43.5,986
Valbuena 5o,1982,4.4,56,225.0,987
Summa Edicion Limitada,2015,4.4,56,89.97,988
Cirerets,2019,4.4,56,37.9,989
Pago El Espino,2019,4.4,56,18.9,990
Gran Reserva,2015,4.4,55,53.8,991
Perez Pascuas Gran Reserva Seleccion,2015,4.4,55,55.25,992
Gloria Rioja,2011,4.4,55,44.9,993
Petra de Valpiedra Garnacha,2017,4.4,55,32.9,994
Alto de la Caseta,2015,4.4,54,82.5,995
Serral del Vell Brut Nature,2015,4.4,54,33.78,996
Rejon Tempranillo,2017,4.4,54,34.9,997
Mas de la Rosa,2016,4.4,53,367.39,998
Rioja B70,2014,4.4,52,104.5,999
Gran Reserva,2014,4.4,52,74.55,1000
Tinto,2016,4.4,52,119.0,1001
Don Miguel,2016,4.4,51,31.9239296995019,1002
Singular Negre,2015,4.4,51,27.35,1003
Vinyes Altes Porrera,2017,4.4,51,33.0,1004
Rioja Reserva Especial,1922,4.4,51,280.0,1005
Rioja Cisma,2014,4.4,50,140.0,1006
Seleccion Rioja,2018,4.4,50,32.0,1007
Martires Rioja,2015,4.4,50,91.5,1008
Cava Original Brut (Espumos),2010,4.4,49,52.95,1009
Marti Reserva Penedes,2015,4.4,49,35.15,1010
Vina Ardanza Reserva Seleccion Especial,2015,4.4,49,23.0,1011
Oloroso 30 Years Old V.O.R.S,N.V.,4.4,48,37.9,1012
Pozo Alto,2016,4.4,48,119.95,1013
El Cristo de Samaniego,2017,4.4,47,42.9,1014
El Belisario,2016,4.4,47,39.9,1015
Baron de Ona Rioja Reserva,1995,4.4,46,50.0,1016
Priorat,2017,4.4,45,209.31,1017
Don PX Seleccion,1968,4.4,45,165.0,1018
Gran Reserva,1978,4.4,45,97.0,1019
Cepas Vellas Rias Baixas Albarino,2020,4.4,44,26.5,1020
La Aguilera,2016,4.4,44,32.5,1021
Pirata,2014,4.4,44,194.0,1022
Blecua Somontano,2014,4.4,43,74.95,1023
Hispania,2018,4.4,43,28.9,1024
Arousa,2019,4.4,44,18.99,1025
Las Cenizas Tempranillo,2018,4.4,43,19.95,1026
Solanes Priorat,2003,4.4,43,38.66,1027
Grandes Anadas Rioja,1994,4.4,43,180.0,1028
Cami Pesseroles,2017,4.4,42,75.5,1029
Cava Cuvee De Prestige Trepat,2019,4.4,43,7.89,1030
Felix Azpilicueta Coleccion Privada,2019,4.4,41,18.0,1031
Savinat Sauvignon Blanc,2019,4.4,41,17.9,1032
Capricho Crianza,2017,4.4,41,15.4438025,1033
Finca La Emperatriz Vinedo Singular Tinto,2017,4.4,41,33.55,1034
Galena,2017,4.4,41,19.8,1035
Rioja Reserva,1982,4.4,41,145.0,1036
Solera PAP Palo Cortado Rare Sherry,N.V.,4.4,41,189.99,1037
Finca Helena,2015,4.4,40,59.9,1038
Primordium,2012,4.4,40,29.9,1039
Marti Reserva Penedes,2016,4.4,39,33.8,1040
La Solana Alta,2018,4.4,39,43.5,1041
La Cuartilleja Reserva,2016,4.4,39,39.9,1042
Malleolus de Sanchomartin,2018,4.4,39,119.35,1043
Noble,2015,4.4,38,60.0,1044
De Garage Rioja,2005,4.4,37,40.0,1045
Gran Calzadilla,2010,4.4,37,34.75,1046
4 Varietales Coleccion Rioja,2017,4.4,37,24.0,1047
Oloroso,N.V.,4.4,38,59.9,1048
Aurus,1998,4.4,37,245.25,1049
Don PX Pedro Ximenez,1973,4.4,37,109.76,1050
Numerus Clausus,2012,4.4,37,59.9,1051
Rioja Cisma,2012,4.4,37,130.5,1052
200 Monges Rioja Seleccion Especial Reserva Blanco,2008,4.4,36,61.5,1053
Don PX Gran Reserva,1994,4.4,36,33.23,1054
Emporda Aires de Garbet,2018,4.4,36,38.5,1055
Rioja Gran Reserva,1996,4.4,36,38.12,1056
30 Years V.O.R.S Very Old Palo Cortado Blend Medium Sherry,N.V.,4.4,35,65.0,1057
Campus Gothorum,2017,4.4,35,41.0,1058
Gran Reserva,2015,4.4,35,74.5,1059
Nun Vinya dels Taus,2019,4.4,35,45.39,1060
La Pizca,2016,4.4,35,26.0,1061
La Bota 90 de Manzanilla Pasada,N.V.,4.4,35,39.75,1062
Moradillo de Roa,2017,4.4,35,29.89,1063
Cofradia,2014,4.4,34,38.0,1064
Rioja Cisma,2009,4.4,34,132.4,1065
Vinyes Altes Porrera,2009,4.4,34,69.0,1066
Stairway To Heaven Rosado,2020,4.4,34,13.99,1067
La Silleria,2017,4.4,34,24.5,1068
Planella,2020,4.4,34,16.25,1069
