category,wine,rating,wine_year
"Peor vino","Ribera del Duero",4.2,2018
"Peor vino","Ribera del Duero",4.2,2018
"Peor vino","Ribera del Duero",4.2,2018
"Peor vino","Ribera del Duero",4.2,2018
"Peor vino","Ribera del Duero",4.2,2018
"Peor vino",Tinto,4.2,2015
"Peor vino","Rioja Graciano",4.2,2016
"Peor vino","Palmeri Navalta Garnacha",4.2,2016
"Peor vino","Rioja Blanco",4.2,2015
"Peor vino","Rioja Blanco",4.2,2015
"Peor vino",Tinto,4.2,2018
"Peor vino",Reserva,4.2,2002
"Peor vino",Reserva,4.2,2002
"Peor vino",Reserva,4.2,2002
"Peor vino",Reserva,4.2,2002
"Peor vino",Reserva,4.2,2002
"Peor vino",Reserva,4.2,2002
"Peor vino","Gran Reserva",4.2,1995
"Peor vino","Gran Reserva",4.2,1995
"Peor vino","Gran Reserva",4.2,1995
"Peor vino",Tinto,4.2,2016
"Peor vino",Artigas,4.2,2019
"Peor vino",Tinto,4.2,2018
"Peor vino","Rioja Blanco",4.2,2013
"Peor vino","Rioja Blanco",4.2,2013
"Peor vino",Tinto,4.2,2015
"Peor vino","Rioja Blanco",4.2,2011
"Peor vino","Rioja Blanco",4.2,2011
"Peor vino",Tinto,4.2,2015
"Peor vino","Martelo Reserva",4.2,2015
"Peor vino","Rioja Graciano",4.2,2017
"Peor vino","Roda Reserva Rioja",4.2,2018
"Peor vino","Roda Reserva Rioja",4.2,2018
"Peor vino","Roda Reserva Rioja",4.2,2018
"Peor vino","Roda Reserva Rioja",4.2,2018
"Peor vino","Roda Reserva Rioja",4.2,2018
"Peor vino","Finca Dofi",4.2,2003
"Peor vino","Finca Dofi",4.2,2003
"Peor vino","Altos de Losada",4.2,2019
"Peor vino","Altos de Losada",4.2,2019
"Peor vino",QS,4.2,2017
"Peor vino",QS,4.2,2017
"Peor vino",Tinto,4.2,2017
"Peor vino","Vina Ardanza Reserva",4.2,1985
"Peor vino","Vina Ardanza Reserva",4.2,1985
"Peor vino","Vina Ardanza Reserva",4.2,1985
"Peor vino",Tinto,4.2,2016
"Peor vino",Crianza,4.2,2019
"Peor vino",Crianza,4.2,2019
"Peor vino",Crianza,4.2,2019
"Peor vino",Crianza,4.2,2019
"Peor vino",Crianza,4.2,2019
"Peor vino",Crianza,4.2,2019
"Peor vino",Crianza,4.2,2019
"Peor vino","Rioja Gran Reserva",4.2,2014
"Peor vino","Rioja Gran Reserva",4.2,2014
"Peor vino","Rioja Gran Reserva",4.2,2014
"Peor vino","Rioja Gran Reserva",4.2,2014
"Peor vino","Rioja Gran Reserva",4.2,2014
"Peor vino","Rioja Gran Reserva",4.2,2014
"Peor vino","Rioja Gran Reserva",4.2,2014
"Peor vino","Finca Dofi",4.2,1997
"Peor vino","Finca Dofi",4.2,1997
"Peor vino",Reserva,4.2,2014
"Peor vino",Reserva,4.2,2014
"Peor vino",Reserva,4.2,2014
"Peor vino",Reserva,4.2,2014
"Peor vino",Reserva,4.2,2014
"Peor vino",Reserva,4.2,2014
"Peor vino",3.9,4.2,2018
"Peor vino","Clos del Portal Somni",4.2,2008
"Peor vino","Summum Monastrell",4.2,2019
"Peor vino","Rioja Gran Reserva",4.2,2016
"Peor vino","Rioja Gran Reserva",4.2,2016
"Peor vino","Rioja Gran Reserva",4.2,2016
"Peor vino","Rioja Gran Reserva",4.2,2016
"Peor vino","Rioja Gran Reserva",4.2,2016
"Peor vino","Rioja Gran Reserva",4.2,2016
"Peor vino","Rioja Gran Reserva",4.2,2016
"Peor vino",Reserva,4.2,1995
"Peor vino",Reserva,4.2,1995
"Peor vino",Reserva,4.2,1995
"Peor vino",Reserva,4.2,1995
"Peor vino",Reserva,4.2,1995
"Peor vino",Reserva,4.2,1995
"Peor vino",Tinto,4.2,2018
"Peor vino",Tinto,4.2,2000
"Peor vino",Reserva,4.2,2014
"Peor vino",Reserva,4.2,2014
"Peor vino",Reserva,4.2,2014
"Peor vino",Reserva,4.2,2014
"Peor vino",Reserva,4.2,2014
"Peor vino",Reserva,4.2,2014
"Peor vino","Rioja Reserva",4.2,1985
"Peor vino","Rioja Reserva",4.2,1985
"Peor vino","Rioja Reserva",4.2,1985
"Peor vino","Rioja Reserva",4.2,1985
"Peor vino","Rioja Reserva",4.2,1985
"Peor vino","Rioja Reserva",4.2,1985
"Peor vino","Rioja Reserva",4.2,1985
"Peor vino","Rioja Reserva",4.2,1985
"Peor vino","Rioja Reserva",4.2,1994
"Peor vino","Rioja Reserva",4.2,1994
"Peor vino","Rioja Reserva",4.2,1994
"Peor vino","Rioja Reserva",4.2,1994
"Peor vino","Rioja Reserva",4.2,1994
"Peor vino","Rioja Reserva",4.2,1994
"Peor vino","Rioja Reserva",4.2,1994
"Peor vino","Rioja Reserva",4.2,1994
"Peor vino","Rioja Reserva",4.2,1964
"Peor vino","Rioja Reserva",4.2,1964
"Peor vino","Rioja Reserva",4.2,1964
"Peor vino","Rioja Reserva",4.2,1964
"Peor vino","Rioja Reserva",4.2,1964
"Peor vino","Rioja Reserva",4.2,1964
"Peor vino","Rioja Reserva",4.2,1964
"Peor vino","Rioja Reserva",4.2,1964
"Peor vino","I Gran Reserva",4.2,1968
"Peor vino","Seleccion Especial",4.2,2016
"Peor vino","Rioja Gran Reserva",4.2,2016
"Peor vino","Rioja Gran Reserva",4.2,2016
"Peor vino","Rioja Gran Reserva",4.2,2016
"Peor vino","Rioja Gran Reserva",4.2,2016
"Peor vino","Rioja Gran Reserva",4.2,2016
"Peor vino","Rioja Gran Reserva",4.2,2016
"Peor vino","Rioja Gran Reserva",4.2,2016
"Peor vino",Tinto,4.2,2017
"Peor vino",Tinto,4.2,2019
"Peor vino","Gran Reserva",4.2,2000
"Peor vino","Gran Reserva",4.2,2000
"Peor vino","Gran Reserva",4.2,2000
"Peor vino","Rioja Reserva",4.2,2016
"Peor vino","Rioja Reserva",4.2,2016
"Peor vino","Rioja Reserva",4.2,2016
"Peor vino","Rioja Reserva",4.2,2016
"Peor vino","Rioja Reserva",4.2,2016
"Peor vino","Rioja Reserva",4.2,2016
"Peor vino","Rioja Reserva",4.2,2016
"Peor vino","Rioja Reserva",4.2,2016
"Peor vino","Vina Ardanza Reserva",4.2,2007
"Peor vino","Vina Ardanza Reserva",4.2,2007
"Peor vino","Vina Ardanza Reserva",4.2,2007
"Peor vino","Reserva Rioja (Finca Ygay)",4.2,2016
"Peor vino","Reserva Rioja (Finca Ygay)",4.2,2016
"Peor vino","Ribera del Duero",4.2,2018
"Peor vino","Ribera del Duero",4.2,2018
"Peor vino","Ribera del Duero",4.2,2018
"Peor vino","Ribera del Duero",4.2,2018
"Peor vino","Ribera del Duero",4.2,2018
"Peor vino","Ribera del Duero",4.2,2017
"Peor vino","Ribera del Duero",4.2,2017
"Peor vino","Ribera del Duero",4.2,2017
"Peor vino","Ribera del Duero",4.2,2017
"Peor vino","Ribera del Duero",4.2,2017
"Peor vino",Reserva,4.2,2012
"Peor vino",Reserva,4.2,2012
"Peor vino",Reserva,4.2,2012
"Peor vino",Reserva,4.2,2012
"Peor vino",Reserva,4.2,2012
"Peor vino",Reserva,4.2,2012
"Peor vino","Vina Ardanza Reserva",4.2,2008
"Peor vino","Vina Ardanza Reserva",4.2,2008
"Peor vino","Vina Ardanza Reserva",4.2,2008
"Peor vino","Coto de Imaz Rioja Gran Reserva",4.2,2012
"Peor vino","Coto de Imaz Rioja Gran Reserva",4.2,2012
"Peor vino",PSI,4.2,2016
"Peor vino",PSI,4.2,2016
"Peor vino","Vina Alberdi Reserva",4.2,2015
"Peor vino","Vina Alberdi Reserva",4.2,2015
"Peor vino","Seleccion Especial",4.2,2014
"Peor vino","Rias Baixas Albarino Atlantico",4.2,2019
"Peor vino","Rias Baixas Albarino Atlantico",4.2,2019
"Peor vino",Crianza,4.2,2016
"Peor vino",Crianza,4.2,2016
"Peor vino",Crianza,4.2,2016
"Peor vino",Crianza,4.2,2016
"Peor vino",Crianza,4.2,2016
"Peor vino",Crianza,4.2,2016
"Peor vino",Crianza,4.2,2016
"Peor vino","Ribera del Duero Crianza",4.2,2016
"Peor vino","Ribera del Duero Crianza",4.2,2016
"Peor vino","Ribera del Duero Crianza",4.2,2016
"Peor vino","Vina Alberdi Reserva",4.2,2016
"Peor vino","Vina Alberdi Reserva",4.2,2016
"Peor vino","Rioja Reserva",4.2,2015
"Peor vino","Rioja Reserva",4.2,2015
"Peor vino","Rioja Reserva",4.2,2015
"Peor vino","Rioja Reserva",4.2,2015
"Peor vino","Rioja Reserva",4.2,2015
"Peor vino","Rioja Reserva",4.2,2015
"Peor vino","Rioja Reserva",4.2,2015
"Peor vino","Rioja Reserva",4.2,2015
"Peor vino","27 Ribera del Duero",4.2,2016
"Peor vino","27 Ribera del Duero",4.2,2016
"Peor vino","27 Ribera del Duero",4.2,2016
"Peor vino","Terras Gauda O Rosal",4.2,2020
"Peor vino","Terras Gauda O Rosal",4.2,2020
"Peor vino","27 Ribera del Duero",4.2,2017
"Peor vino","27 Ribera del Duero",4.2,2017
"Peor vino","27 Ribera del Duero",4.2,2017
"Peor vino","Rioja Reserva",4.2,2012
"Peor vino","Rioja Reserva",4.2,2012
"Peor vino","Rioja Reserva",4.2,2012
"Peor vino","Rioja Reserva",4.2,2012
"Peor vino","Rioja Reserva",4.2,2012
"Peor vino","Rioja Reserva",4.2,2012
"Peor vino","Rioja Reserva",4.2,2012
"Peor vino","Rioja Reserva",4.2,2012
"Peor vino","Ribera del Duero Crianza",4.2,2017
"Peor vino","Ribera del Duero Crianza",4.2,2017
"Peor vino","Ribera del Duero Crianza",4.2,2017
"Peor vino",Salmos,4.2,2016
"Peor vino",Salmos,4.2,2016
"Peor vino","Crianza Tinto",4.2,2017
"Peor vino","Rioja Gran Reserva",4.2,2007
"Peor vino","Rioja Gran Reserva",4.2,2007
"Peor vino","Rioja Gran Reserva",4.2,2007
"Peor vino","Rioja Gran Reserva",4.2,2007
"Peor vino","Rioja Gran Reserva",4.2,2007
"Peor vino","Rioja Gran Reserva",4.2,2007
"Peor vino","Rioja Gran Reserva",4.2,2007
"Peor vino","Vina Bosconia Reserva",4.2,2008
"Peor vino","Vina Bosconia Reserva",4.2,2008
"Peor vino","Vina Bosconia Reserva",4.2,2008
"Peor vino",Red,4.2,2011
"Peor vino",Red,4.2,2011
"Peor vino","Vina Bosconia Reserva",4.2,2007
"Peor vino","Vina Bosconia Reserva",4.2,2007
"Peor vino","Vina Bosconia Reserva",4.2,2007
"Peor vino","Mas La Plana Cabernet Sauvignon",4.2,2010
"Peor vino","Mas La Plana Cabernet Sauvignon",4.2,2010
"Peor vino","Rioja Reserva",4.2,2016
"Peor vino","Rioja Reserva",4.2,2016
"Peor vino","Rioja Reserva",4.2,2016
"Peor vino","Rioja Reserva",4.2,2016
"Peor vino","Rioja Reserva",4.2,2016
"Peor vino","Rioja Reserva",4.2,2016
"Peor vino","Rioja Reserva",4.2,2016
"Peor vino","Rioja Reserva",4.2,2016
"Peor vino","Roda Reserva Rioja",4.2,2015
"Peor vino","Roda Reserva Rioja",4.2,2015
"Peor vino","Roda Reserva Rioja",4.2,2015
"Peor vino","Roda Reserva Rioja",4.2,2015
"Peor vino","Roda Reserva Rioja",4.2,2015
"Peor vino","Roda Reserva Rioja",4.2,2012
"Peor vino","Roda Reserva Rioja",4.2,2012
"Peor vino","Roda Reserva Rioja",4.2,2012
"Peor vino","Roda Reserva Rioja",4.2,2012
"Peor vino","Roda Reserva Rioja",4.2,2012
"Peor vino","Rioja Reserva",4.2,2014
"Peor vino","Rioja Reserva",4.2,2014
"Peor vino","Rioja Reserva",4.2,2014
"Peor vino","Rioja Reserva",4.2,2014
"Peor vino","Rioja Reserva",4.2,2014
"Peor vino","Rioja Reserva",4.2,2014
"Peor vino","Rioja Reserva",4.2,2014
"Peor vino","Rioja Reserva",4.2,2014
"Peor vino","Jumilla Blue Label",4.2,2015
"Peor vino","Jumilla Blue Label",4.2,2015
"Peor vino","Jumilla Blue Label",4.2,2015
"Peor vino","Jumilla Blue Label",4.2,2018
"Peor vino","Jumilla Blue Label",4.2,2018
"Peor vino","Jumilla Blue Label",4.2,2018
"Peor vino","Jumilla Blue Label",4.2,2017
"Peor vino","Jumilla Blue Label",4.2,2017
"Peor vino","Jumilla Blue Label",4.2,2017
"Peor vino","I Gran Reserva",4.2,1994
"Peor vino",Crianza,4.2,2017
"Peor vino",Crianza,4.2,2017
"Peor vino",Crianza,4.2,2017
"Peor vino",Crianza,4.2,2017
"Peor vino",Crianza,4.2,2017
"Peor vino",Crianza,4.2,2017
"Peor vino",Crianza,4.2,2017
"Peor vino","La Atalaya del Camino",4.2,2017
"Peor vino","La Atalaya del Camino",4.2,2017
"Peor vino","27 Ribera del Duero",4.2,2018
"Peor vino","27 Ribera del Duero",4.2,2018
"Peor vino","27 Ribera del Duero",4.2,2018
"Peor vino","Roda Reserva Rioja",4.2,2013
"Peor vino","Roda Reserva Rioja",4.2,2013
"Peor vino","Roda Reserva Rioja",4.2,2013
"Peor vino","Roda Reserva Rioja",4.2,2013
"Peor vino","Roda Reserva Rioja",4.2,2013
"Peor vino","Gran Reserva",4.2,2012
"Peor vino","Gran Reserva",4.2,2012
"Peor vino","Gran Reserva",4.2,2012
"Peor vino","Rioja Reserva",4.2,2013
"Peor vino","Rioja Reserva",4.2,2013
"Peor vino","Rioja Reserva",4.2,2013
"Peor vino","Rioja Reserva",4.2,2013
"Peor vino","Rioja Reserva",4.2,2013
"Peor vino","Rioja Reserva",4.2,2013
"Peor vino","Rioja Reserva",4.2,2013
"Peor vino","Rioja Reserva",4.2,2013
"Peor vino",Reserva,4.2,2015
"Peor vino",Reserva,4.2,2015
"Peor vino",Reserva,4.2,2015
"Peor vino",Reserva,4.2,2015
"Peor vino",Reserva,4.2,2015
"Peor vino",Reserva,4.2,2015
"Peor vino","Rioja 150 Aniversario",4.2,2010
"Peor vino",Toro,4.2,2006
"Peor vino","Roda Reserva Rioja",4.2,2014
"Peor vino","Roda Reserva Rioja",4.2,2014
"Peor vino","Roda Reserva Rioja",4.2,2014
"Peor vino","Roda Reserva Rioja",4.2,2014
"Peor vino","Roda Reserva Rioja",4.2,2014
"Peor vino","Veraton Garnacha",4.2,2014
"Peor vino","Veraton Garnacha",4.2,2014
"Peor vino","Vina Bosconia Reserva",4.2,2009
"Peor vino","Vina Bosconia Reserva",4.2,2009
"Peor vino","Vina Bosconia Reserva",4.2,2009
"Peor vino","Alexander vs. The Ham Factory",4.2,2016
"Peor vino",PSI,4.2,2019
"Peor vino",PSI,4.2,2019
"Peor vino","Veraton Garnacha",4.2,2018
"Peor vino","Veraton Garnacha",4.2,2018
"Peor vino","Vina Alberdi Crianza",4.2,2015
"Peor vino","Vina Alberdi Crianza",4.2,2015
"Peor vino","Taberner Tierra de Cadiz",4.2,2014
"Peor vino","Taberner Tierra de Cadiz",4.2,2014
"Peor vino","Rioja Gran Reserva",4.2,2011
"Peor vino","Rioja Gran Reserva",4.2,2011
"Peor vino","Rioja Gran Reserva",4.2,2011
"Peor vino","Rioja Gran Reserva",4.2,2011
"Peor vino","Rioja Gran Reserva",4.2,2011
"Peor vino","Rioja Gran Reserva",4.2,2011
"Peor vino","Rioja Gran Reserva",4.2,2011
"Peor vino","Ribera del Duero",4.2,2015
"Peor vino","Ribera del Duero",4.2,2015
"Peor vino","Ribera del Duero",4.2,2015
"Peor vino","Ribera del Duero",4.2,2015
"Peor vino","Ribera del Duero",4.2,2015
"Peor vino","Capellania Reserva",4.2,2015
"Peor vino","Finca El Otero",4.2,2014
"Peor vino",Crianza,4.2,2017
"Peor vino",Crianza,4.2,2017
"Peor vino",Crianza,4.2,2017
"Peor vino",Crianza,4.2,2017
"Peor vino",Crianza,4.2,2017
"Peor vino",Crianza,4.2,2017
"Peor vino",Crianza,4.2,2017
"Peor vino","Dominio de Atauta",4.2,2016
"Peor vino","Taberner Tierra de Cadiz",4.2,2015
"Peor vino","Taberner Tierra de Cadiz",4.2,2015
"Peor vino","Ribera del Duero Red",4.2,2015
"Peor vino","Ribera del Duero Red",4.2,2015
"Peor vino","Ribera del Duero Red",4.2,2015
"Peor vino","Bosque de Matasnos Etiqueta Blanca",4.2,2017
"Peor vino","Ribera del Duero",4.2,2014
"Peor vino","Ribera del Duero",4.2,2014
"Peor vino","Ribera del Duero",4.2,2014
"Peor vino","Ribera del Duero",4.2,2014
"Peor vino","Ribera del Duero",4.2,2014
"Peor vino","Corimbo I",4.2,2014
"Peor vino","Corimbo I",4.2,2014
"Peor vino","Corimbo I",4.2,2014
"Peor vino","Corimbo I",4.2,2014
"Peor vino",Crianza,4.2,2018
"Peor vino",Crianza,4.2,2018
"Peor vino",Crianza,4.2,2018
"Peor vino",Crianza,4.2,2018
"Peor vino",Crianza,4.2,2018
"Peor vino",Crianza,4.2,2018
"Peor vino",Crianza,4.2,2018
"Peor vino","La Atalaya del Camino",4.2,2019
"Peor vino","La Atalaya del Camino",4.2,2019
"Peor vino","Vina Tondonia Reserva Blanco",4.2,2005
"Peor vino","Reserva 5 Ano",4.2,2015
"Peor vino","Reserva 5 Ano",4.2,2015
"Peor vino",Malleolus,4.2,2014
"Peor vino","Les Terrasses Velles Vinyes Priorat",4.2,2017
"Peor vino",Salmos,4.2,2017
"Peor vino",Salmos,4.2,2017
"Peor vino",Numanthia,4.2,2013
"Peor vino","Les Terrasses Laderas de Pizarra",4.2,2016
"Peor vino",Inici,4.2,2017
"Peor vino","Mas La Plana Cabernet Sauvignon",4.2,2016
"Peor vino","Mas La Plana Cabernet Sauvignon",4.2,2016
"Peor vino","Corimbo I",4.2,2011
"Peor vino","Corimbo I",4.2,2011
"Peor vino","Corimbo I",4.2,2011
"Peor vino","Corimbo I",4.2,2011
"Peor vino","5 Finques (Fincas) Reserva",4.2,2017
"Peor vino","Corimbo I",4.2,2013
"Peor vino","Corimbo I",4.2,2013
"Peor vino","Corimbo I",4.2,2013
"Peor vino","Corimbo I",4.2,2013
"Peor vino",QS,4.2,2010
"Peor vino",QS,4.2,2010
"Peor vino","Martinet Bru (Garnatxa - Syrah)",4.2,2019
"Peor vino","Vina Ardanza Reserva",4.2,2000
"Peor vino","Vina Ardanza Reserva",4.2,2000
"Peor vino","Vina Ardanza Reserva",4.2,2000
"Peor vino","El Puntido",4.2,2013
"Peor vino","El Puntido",4.2,2013
"Peor vino","Ribera del Duero",4.2,2019
"Peor vino","Ribera del Duero",4.2,2019
"Peor vino","Ribera del Duero",4.2,2019
"Peor vino","Ribera del Duero",4.2,2019
"Peor vino","Ribera del Duero",4.2,2019
"Peor vino","Finca Dofi",4.2,2015
"Peor vino","Finca Dofi",4.2,2015
"Peor vino","Reserva 5 Ano",4.2,2014
"Peor vino","Reserva 5 Ano",4.2,2014
"Peor vino","Ribera Del Duero Reserva",4.2,2012
"Peor vino","Rioja Gran Reserva",4.2,2014
"Peor vino","Rioja Gran Reserva",4.2,2014
"Peor vino","Rioja Gran Reserva",4.2,2014
"Peor vino","Rioja Gran Reserva",4.2,2014
"Peor vino","Rioja Gran Reserva",4.2,2014
"Peor vino","Rioja Gran Reserva",4.2,2014
"Peor vino","Rioja Gran Reserva",4.2,2014
"Peor vino","Roda Reserva Rioja",4.2,2017
"Peor vino","Roda Reserva Rioja",4.2,2017
"Peor vino","Roda Reserva Rioja",4.2,2017
"Peor vino","Roda Reserva Rioja",4.2,2017
"Peor vino","Roda Reserva Rioja",4.2,2017
"Peor vino","Angeles de Amaren Tempranillo - Graciano",4.2,2015
"Peor vino","Reserva Rioja (Finca Ygay)",4.2,2017
"Peor vino","Reserva Rioja (Finca Ygay)",4.2,2017
"Peor vino","Ribera del Duero Crianza",4.2,2019
"Peor vino","Ribera del Duero Crianza",4.2,2019
"Peor vino","Ribera del Duero Crianza",4.2,2019
"Peor vino","Reserva XR",4.2,2015
"Peor vino","Purgatori Costers del Segre",4.2,2016
"Peor vino","Purgatori Costers del Segre",4.2,2016
"Peor vino","Purgatori Costers del Segre",4.2,2017
"Peor vino","Purgatori Costers del Segre",4.2,2017
"Peor vino",Mirto,4.2,2012
"Peor vino",Mirto,4.2,2012
"Peor vino","Vinas Viejas Verdejo",4.2,2015
"Peor vino","Bassus Pinot Noir",4.2,2017
"Peor vino","Bassus Pinot Noir",4.2,2017
"Peor vino","Sericis Cepas Viejas Monastrell",4.2,2017
"Peor vino","Finca Malaveina",4.2,2016
"Peor vino","Finca Malaveina",4.2,2016
"Peor vino","Ribera del Duero Red",4.2,2018
"Peor vino","Ribera del Duero Red",4.2,2018
"Peor vino","Ribera del Duero Red",4.2,2018
"Peor vino","Rioja Gran Reserva",4.2,2008
"Peor vino","Rioja Gran Reserva",4.2,2008
"Peor vino","Rioja Gran Reserva",4.2,2008
"Peor vino","Rioja Gran Reserva",4.2,2008
"Peor vino","Rioja Gran Reserva",4.2,2008
"Peor vino","Rioja Gran Reserva",4.2,2008
"Peor vino","Rioja Gran Reserva",4.2,2008
"Peor vino","Rioja Gran Reserva",4.2,2009
"Peor vino","Rioja Gran Reserva",4.2,2009
"Peor vino","Rioja Gran Reserva",4.2,2009
"Peor vino","Rioja Gran Reserva",4.2,2009
"Peor vino","Rioja Gran Reserva",4.2,2009
"Peor vino","Rioja Gran Reserva",4.2,2009
"Peor vino","Rioja Gran Reserva",4.2,2009
"Peor vino","Bassus Pinot Noir",4.2,2018
"Peor vino","Bassus Pinot Noir",4.2,2018
"Peor vino",QS,4.2,2007
"Peor vino",QS,4.2,2007
"Peor vino","Rioja Reserva",4.2,2014
"Peor vino","Rioja Reserva",4.2,2014
"Peor vino","Rioja Reserva",4.2,2014
"Peor vino","Rioja Reserva",4.2,2014
"Peor vino","Rioja Reserva",4.2,2014
"Peor vino","Rioja Reserva",4.2,2014
"Peor vino","Rioja Reserva",4.2,2014
"Peor vino","Rioja Reserva",4.2,2014
"Peor vino","Rioja Reserva Fincas de Ganuza",4.2,2014
"Peor vino","Summum Monastrell",4.2,2017
"Peor vino","Altos de Losada",4.2,2017
"Peor vino","Altos de Losada",4.2,2017
"Peor vino","Finca Dofi",4.2,2014
"Peor vino","Finca Dofi",4.2,2014
"Peor vino","Coto de Imaz Rioja Gran Reserva",4.2,2015
"Peor vino","Coto de Imaz Rioja Gran Reserva",4.2,2015
"Peor vino","El Viejo",4.2,2012
"Peor vino","El Viejo",4.2,2012
"Peor vino","El Viejo",4.2,2012
"Peor vino","Corpinnat Terrers Brut Nature",4.2,2017
"Peor vino","Corpinnat Terrers Brut Nature",4.2,2017
"Peor vino","Vi de Vila Gratallops",4.2,2015
"Peor vino","Vi de Vila Gratallops",4.2,2015
"Peor vino","Vi de Vila Gratallops",4.2,2014
"Peor vino","Vi de Vila Gratallops",4.2,2014
"Peor vino","Gran Reserva Rioja (Finca Ygay)",4.2,2010
"Peor vino","Oscar Tobia Reserva Rioja",4.2,2015
"Peor vino","Rioja Satinela Blanco Semidulce",4.2,2020
"Peor vino",Reserva,4.2,2012
"Peor vino",Reserva,4.2,2012
"Peor vino",Reserva,4.2,2012
"Peor vino",Reserva,4.2,2012
"Peor vino",Reserva,4.2,2012
"Peor vino",Reserva,4.2,2012
"Peor vino","Finca Malaveina",4.2,2012
"Peor vino","Finca Malaveina",4.2,2012
"Peor vino","Rioja Gran Reserva",4.2,2014
"Peor vino","Rioja Gran Reserva",4.2,2014
"Peor vino","Rioja Gran Reserva",4.2,2014
"Peor vino","Rioja Gran Reserva",4.2,2014
"Peor vino","Rioja Gran Reserva",4.2,2014
"Peor vino","Rioja Gran Reserva",4.2,2014
"Peor vino","Rioja Gran Reserva",4.2,2014
"Peor vino",Red,4.2,2008
"Peor vino",Red,4.2,2008
"Peor vino","Clos del Portal Negre de Negres",4.2,2017
"Peor vino","Clos del Portal Negre de Negres",4.2,2017
"Peor vino","Corpinnat Terrers Brut Nature",4.2,2016
"Peor vino","Corpinnat Terrers Brut Nature",4.2,2016
"Peor vino","Martelo Reserva",4.2,2014
"Peor vino",Crianza,4.2,2019
"Peor vino",Crianza,4.2,2019
"Peor vino",Crianza,4.2,2019
"Peor vino",Crianza,4.2,2019
"Peor vino",Crianza,4.2,2019
"Peor vino",Crianza,4.2,2019
"Peor vino",Crianza,4.2,2019
"Peor vino",Solideo,4.2,2015
"Peor vino",Preludio,4.2,2017
"Peor vino",Preludio,4.2,2017
"Peor vino",Preludio,4.2,2017
"Peor vino","Reserva Tempranillo",4.2,2011
"Peor vino","Coma Vella Priorat",4.2,2014
"Peor vino","Las Ocho (8) Tinto",4.2,2017
"Peor vino","Pago de los Balagueses Syrah",4.2,2017
"Peor vino","Bagus Ribera del Duero",4.2,2012
"Peor vino","Formiga de Vellut",4.2,2018
"Peor vino","Tierra Alta En 2 Maderas",4.2,2017
"Peor vino","Pago El Espino",4.2,2017
"Peor vino","Rioja Blanco",4.2,2018
"Peor vino","Rioja Blanco",4.2,2018
"Peor vino",Crianza,4.2,2018
"Peor vino",Crianza,4.2,2018
"Peor vino",Crianza,4.2,2018
"Peor vino",Crianza,4.2,2018
"Peor vino",Crianza,4.2,2018
"Peor vino",Crianza,4.2,2018
"Peor vino",Crianza,4.2,2018
"Peor vino","Propiedad  Rioja",4.2,2017
"Peor vino",Crianza,4.2,2017
"Peor vino",Crianza,4.2,2017
"Peor vino",Crianza,4.2,2017
"Peor vino",Crianza,4.2,2017
"Peor vino",Crianza,4.2,2017
"Peor vino",Crianza,4.2,2017
"Peor vino",Crianza,4.2,2017
"Peor vino","Reserva Especial Icon Edition",4.2,2014
"Peor vino","El Viejo",4.2,2017
"Peor vino","El Viejo",4.2,2017
"Peor vino","El Viejo",4.2,2017
"Peor vino","Vina Lanciano Reserva",4.2,2015
"Peor vino",An,4.2,2016
"Peor vino",Artigas,4.2,2017
"Peor vino","200 Monges Rioja Reserva",4.2,2005
"Peor vino","Rioja Gran Reserva",4.2,2011
"Peor vino","Rioja Gran Reserva",4.2,2011
"Peor vino","Rioja Gran Reserva",4.2,2011
"Peor vino","Rioja Gran Reserva",4.2,2011
"Peor vino","Rioja Gran Reserva",4.2,2011
"Peor vino","Rioja Gran Reserva",4.2,2011
"Peor vino","Rioja Gran Reserva",4.2,2011
"Peor vino",Preludio,4.2,2018
"Peor vino",Preludio,4.2,2018
"Peor vino",Preludio,4.2,2018
"Peor vino","Rejon Tempranillo",4.2,2012
"Peor vino","La Felisa",4.2,2018
"Peor vino",Tinto,4.2,2018
"Peor vino","A Mano Rioja",4.2,2009
"Peor vino",Milmanda,4.2,2015
"Peor vino","Terras Gauda O Rosal",4.2,2021
"Peor vino","Terras Gauda O Rosal",4.2,2021
"Peor vino","Seleccion de Anada Albarino Rias Baixas",4.2,2008
"Peor vino","Seleccion Especial (Reserva)",4.2,2004
"Peor vino",Reserva,4.2,2009
"Peor vino",Reserva,4.2,2009
"Peor vino",Reserva,4.2,2009
"Peor vino",Reserva,4.2,2009
"Peor vino",Reserva,4.2,2009
"Peor vino",Reserva,4.2,2009
"Peor vino",3.9,4.2,2016
"Peor vino","Rias Baixas Albarino Atlantico",4.2,2021
"Peor vino","Rias Baixas Albarino Atlantico",4.2,2021
"Peor vino","Envidiacochina (Tete de Cuvee)",4.2,2019
"Peor vino",Adaro,4.2,2017
"Peor vino","Ribera del Duero Red",4.2,2017
"Peor vino","Ribera del Duero Red",4.2,2017
"Peor vino","Ribera del Duero Red",4.2,2017
"Peor vino","Clos del Portal Negre de Negres",4.2,2018
"Peor vino","Clos del Portal Negre de Negres",4.2,2018
"Peor vino","Monastrell - Syrah Finca Espolla",4.2,2016
"Peor vino","Casa Cisca Monastrell",4.2,2011
"Peor vino","Rioja Blanco",4.2,2017
"Peor vino","Rioja Blanco",4.2,2017
"Peor vino",Reserva,4.2,2015
"Peor vino",Reserva,4.2,2015
