wine_id,region_id,price
1644,9,38.0
1645,36,137.75
1646,7,79.9
1647,52,41.5
1648,52,24.5
1649,29,68.55
1650,7,81.35
1651,3,121.5
1652,3,79.98
1653,8,60.0
1654,24,13.99
1655,7,195.52
1656,3,68.0
1657,27,16.9
1658,37,27.5
1659,6,29.25
1660,8,75.0
1661,69,23.9
1662,8,34.9
1663,8,532.0
1664,3,95.0
1665,40,44.1
1666,12,17.7
1667,23,18.9
1668,35,35.35
1669,8,270.0
1670,17,34.95
1671,7,348.85
1672,8,14.9
1673,3,39.7
1674,13,75.5
1675,8,189.9
1676,8,21.01
1677,37,23.9
1678,3,12.8
1679,10,39.95
1680,47,22.35
1681,33,27.25
1682,53,16.99
1683,8,55.0
1684,37,21.5
1685,9,106.92
1686,3,37.065126
1687,3,38.5
1688,57,69.95
1689,7,43.5
1690,8,36.5
1691,40,213.5
1692,37,21.89
1693,8,21.9
1694,3,33.0
1695,37,38.0
1696,16,24.77
1697,8,17.75
1698,71,40.9
1699,8,52.5
1700,17,48.91
1701,7,27.1
1702,8,58.25
1703,6,24.9
1704,10,67.95
1705,6,74.9
1706,27,25.95
1707,35,119.0
1708,22,13.5
1709,8,51.45
1710,7,56.27
1711,40,11.65
1712,1,32.9
1713,72,197.0
1714,3,14.71
1715,19,16.45
1716,17,53.55
1717,24,18.9
1718,31,53.3
1719,3,31.9
1720,7,55.5
1721,22,40.75
1722,29,22.9
1723,3,76.87
1724,3,79.98
1725,3,35.0
1726,9,21.65
1727,8,20.95
1728,3,243.8
1729,2,80.0
1730,8,60.4
1731,2,65.9
1732,18,10.2
1733,22,26.75
1734,8,47.95
1735,32,18.58
1736,3,27.7
1737,3,11.94
1738,8,45.0
1739,37,13.45
1740,7,180.0
1741,8,29.0
1742,22,15.9
1743,8,65.0
1744,40,21.6
1745,8,46.5
1746,73,37.9
1747,74,35.5
1748,3,27.9
1749,40,110.47
1750,23,32.46
1751,17,15.56
1752,16,23.7
1753,61,18.5
1754,35,36.85
1755,8,23.9
1756,8,38.0
1757,72,101.01
1758,27,13.75
1759,23,29.38
1760,8,44.9
1761,33,12.0
1762,49,38.5
1763,22,28.35
1764,8,65.22
1765,33,6.26
1766,35,40.55
1767,75,31.9
1768,27,26.1
1769,8,73.95
1770,3,48.9
1771,76,11.99
1772,61,44.8
1773,13,76.17
1774,8,120.0
1775,8,39.5
1776,33,19.03
1777,8,230.0
1778,8,110.0
1779,8,310.0
1780,8,28.7550102072719
1781,38,39.9
1782,38,34.65
1783,8,211.92
1784,8,43.9
1785,66,25.9
1786,3,35.0
1787,8,160.0
1788,3,32.0
1789,10,74.9
1790,8,30.0
1791,3,49.0
1792,3,39.55
1793,51,45.0
1794,6,47.7
1795,19,14.9
1796,8,46.45
1797,45,15.45
1798,7,31.75
1799,8,110.0
1800,75,29.75
1801,13,18.5
1802,3,19.8563175
1803,67,23.1
1804,10,97.07
1805,3,8.57
1806,72,67.95
1807,10,17.74
1808,8,37.9
1809,8,68.0
1810,8,39.89
1811,3,68.9
1812,8,35.0
1813,48,32.5
1814,33,16.9
1815,35,23.6
1816,8,46.95
1817,8,36.9
1818,8,48.81
1819,48,33.5
1820,32,56.95
1821,3,8.9
1822,2,4.99
1823,8,15.9
1824,8,23.7
1825,8,23.0
1826,3,19.5
1827,3,21.2
1828,3,27.0
1829,8,33.0
1830,8,16.14
1831,3,37.95
1832,8,17.02
1833,30,49.85
1834,37,14.95
1835,3,9.76
1836,3,19.16
1837,8,15.8
1838,8,19.8333333333333
1839,3,21.0
1840,37,12.29
1841,3,23.75
1842,8,15.83
1843,3,15.45
1844,7,24.85
1845,3,20.95
1846,8,28.43
1847,18,22.58
1848,10,58.26
1849,18,20.95
1850,40,48.4
1851,16,19.7
1852,8,24.75
1853,8,55.47
1854,8,28.4
1855,8,27.6
1856,5,24.76
1857,5,24.6
1858,5,22.5
1859,8,124.5
1860,3,19.99
1861,45,11.8
1862,3,23.74
1863,8,30.35
1864,3,38.84
1865,8,21.5
1866,3,29.95
1867,8,59.0
1868,1,98.9
1869,8,59.9
1870,11,19.94
1871,18,23.52
1872,3,33.3733333333333
1873,3,34.5
1874,11,21.6
1875,8,11.2
1876,12,32.0010770950795
1877,8,39.5
1878,3,33.59
1879,8,29.15
1880,3,28.75
1881,3,16.88
1882,40,9.95
1883,3,25.71
1884,6,18.87
1885,12,17.04
1886,3,18.9
1887,3,55.75
1888,3,37.9
1889,3,39.0
1890,3,16.49
1891,6,11.9
1892,45,11.66
1893,18,26.9
1894,3,22.95
1895,3,31.95
1896,38,77.22
1897,7,85.9
1898,7,20.99
1899,1,51.19
1900,7,32.25
1901,7,39.0
1902,40,56.26
1903,3,23.4
1904,17,11.35
1905,3,37.5
1906,10,40.76
1907,7,21.9
1908,8,161.0
1909,8,34.41
1910,3,16.95
1911,7,52.5
1912,3,19.53
1913,3,30.0
1914,27,5.5
1915,8,35.63
1916,8,25.5
1917,8,19.38
1918,8,20.9
1919,3,18.5
1920,8,23.0
1921,29,38.37
1922,29,25.5
1923,8,35.0
1924,10,30.0
1925,26,18.95
1926,47,8.95
1927,17,25.35
1928,3,18.5
1929,8,36.0
1930,8,85.8
1931,26,19.25
1932,10,37.5
1933,8,19.4
1934,40,11.2
1935,8,29.5
1936,24,15.95
1937,9,18.4
1938,7,59.95
1939,8,15.88
1940,1,26.95
1941,13,25.0
1942,14,32.16
1943,7,60.0
1944,7,55.0
1945,8,86.95
1946,8,20.0
1947,8,6.99
1948,3,29.93
1949,17,17.84
1950,8,34.5
1951,10,55.0
1952,7,21.85
1953,13,21.8
1954,8,20.5
1955,3,17.25
1956,3,35.09
1957,3,24.9
1958,8,20.4532878069468
1959,7,24.8
1960,26,16.767557
1961,26,17.7
1962,3,54.0
1963,7,16.2
1964,3,19.9
1965,48,25.35
1966,8,17.75
1967,3,18.9
1968,8,25.9
1969,3,18.25
1970,8,23.89
1971,14,36.9
1972,1,33.9
1973,8,14.6
1974,23,139.9
1975,7,20.9
1976,8,48.0
1977,8,39.5
1978,3,24.5
1979,38,33.5
1980,10,36.97
1981,3,26.3
1982,9,21.95
1983,3,21.5
1984,8,28.95
1985,36,126.2
1986,37,11.9
1987,37,37.9
1988,8,65.0
1989,3,21.65
1990,55,22.95
1991,37,14.8
1992,37,18.46
1993,3,16.45
1994,3,16.9
1995,19,49.95
1996,7,21.7
1997,17,13.95
1998,24,32.0
1999,8,29.15
2000,8,17.5
2001,19,18.9
2002,29,23.95
2003,8,28.3
2004,8,45.0
2005,9,17.9
2006,37,16.78
2007,8,13.58
2008,3,37.9
2009,3,51.35
2010,8,22.99
2011,22,11.95
2012,6,7.1
2013,7,77.36
2014,23,19.9
2015,8,28.53
2016,1,27.89
2017,2,48.96
2018,8,61.94
2019,8,19.98
2020,7,16.76
2021,50,24.45
2022,3,64.5
2023,3,31.63
2024,8,73.0
2025,8,17.5
2026,19,18.9
2027,29,23.95
2028,8,28.3
2029,8,45.0
2030,9,17.9
2031,37,16.78
2032,8,13.58
2033,3,37.9
2034,3,51.35
2035,8,22.99
2036,6,7.1
2037,7,77.36
2038,8,28.53
2039,1,27.89
2040,2,48.96
2041,8,61.94
2042,8,19.98
2043,7,16.76
2044,50,24.45
2045,3,64.5
2046,3,31.63
2047,8,73.0
2048,8,29.15
